epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
156,371.555,1.00355,0.86703,1.2592,0.88451,0.84975,0.90649,0.72245,0.82326,0.67016,1.12474,2.76972e-05,2.76972e-05,2.76972e-05
157,373.825,0.98988,0.87471,1.25261,0.88741,0.84575,0.90647,0.72179,0.82188,0.67387,1.12496,2.71082e-05,2.71082e-05,2.71082e-05
158,376.182,0.95294,0.85356,1.18595,0.88614,0.84925,0.9063,0.72257,0.8192,0.67426,1.1235,2.65191e-05,2.65191e-05,2.65191e-05
159,378.604,0.96338,0.858,1.22388,0.88364,0.85185,0.90701,0.72406,0.8174,0.67541,1.12252,2.59301e-05,2.59301e-05,2.59301e-05
160,381.219,0.95257,0.86668,1.2372,0.88471,0.85011,0.90716,0.72377,0.81862,0.6759,1.12233,2.5341e-05,2.5341e-05,2.5341e-05
161,383.534,0.97905,0.85584,1.22565,0.88574,0.8509,0.90687,0.7219,0.81864,0.67294,1.12063,2.4752e-05,2.4752e-05,2.4752e-05
162,385.855,0.97958,0.85859,1.21685,0.87621,0.85088,0.90782,0.72322,0.81554,0.66904,1.11909,2.41629e-05,2.41629e-05,2.41629e-05
163,388.34,0.96029,0.8654,1.21761,0.8876,0.84323,0.90667,0.72208,0.81213,0.66671,1.11737,2.35739e-05,2.35739e-05,2.35739e-05
164,390.647,0.94356,0.82654,1.20177,0.88958,0.84507,0.90782,0.72393,0.81059,0.66727,1.11642,2.29849e-05,2.29849e-05,2.29849e-05
165,393.042,0.95845,0.83316,1.19803,0.89323,0.84432,0.90788,0.72469,0.8109,0.66695,1.11628,2.23958e-05,2.23958e-05,2.23958e-05
166,395.507,0.94394,0.85375,1.21774,0.88286,0.84397,0.90543,0.72626,0.81015,0.66495,1.11606,2.18068e-05,2.18068e-05,2.18068e-05
167,398.052,0.95002,0.84981,1.20427,0.88173,0.8484,0.90891,0.72547,0.81184,0.66155,1.11648,2.12177e-05,2.12177e-05,2.12177e-05
168,400.52,0.95816,0.81578,1.22719,0.88804,0.84422,0.90871,0.72675,0.81246,0.66151,1.11684,2.06287e-05,2.06287e-05,2.06287e-05
169,403.077,0.97412,0.86148,1.20909,0.88769,0.84015,0.90628,0.72389,0.81279,0.6596,1.11644,2.00396e-05,2.00396e-05,2.00396e-05
