epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,354.731,0.7942,0.65668,1.05768,0.92092,0.84364,0.91299,0.75613,0.70165,0.53532,0.97487,3.53549e-05,3.53549e-05,3.53549e-05
144,357.251,0.84084,0.66896,1.09038,0.92376,0.84069,0.91204,0.75344,0.70084,0.53443,0.97387,3.47659e-05,3.47659e-05,3.47659e-05
145,360.008,0.85509,0.68842,1.10589,0.90722,0.839,0.90624,0.75585,0.69812,0.5329,0.97252,3.41768e-05,3.41768e-05,3.41768e-05
146,362.463,0.83026,0.68137,1.09945,0.88636,0.85339,0.90606,0.75474,0.69651,0.53181,0.97199,3.35878e-05,3.35878e-05,3.35878e-05
147,365.072,0.85035,0.7265,1.10663,0.86246,0.86833,0.9065,0.75506,0.69538,0.528,0.97148,3.29987e-05,3.29987e-05,3.29987e-05
148,367.587,0.78304,0.65532,1.0712,0.8558,0.88037,0.91316,0.75625,0.69434,0.52688,0.9709,3.24097e-05,3.24097e-05,3.24097e-05
149,370.072,0.80481,0.67085,1.08387,0.86049,0.87906,0.91297,0.75634,0.69327,0.52517,0.96982,3.18206e-05,3.18206e-05,3.18206e-05
150,372.949,0.82256,0.68473,1.09874,0.86487,0.87915,0.9133,0.75395,0.69125,0.52276,0.96914,3.12316e-05,3.12316e-05,3.12316e-05
151,375.418,0.79823,0.67583,1.08169,0.86551,0.87595,0.9129,0.75264,0.69105,0.5215,0.96891,3.06425e-05,3.06425e-05,3.06425e-05
152,378.058,0.8037,0.66146,1.06515,0.86924,0.8757,0.91371,0.76003,0.69116,0.52088,0.96856,3.00535e-05,3.00535e-05,3.00535e-05
153,380.513,0.77854,0.65065,1.0914,0.87873,0.87182,0.91403,0.76404,0.69132,0.51956,0.9686,2.94644e-05,2.94644e-05,2.94644e-05
154,383.183,0.81764,0.66414,1.0842,0.90499,0.86034,0.91349,0.76423,0.69102,0.52018,0.96826,2.88754e-05,2.88754e-05,2.88754e-05
155,385.635,0.85101,0.70762,1.08681,0.91091,0.85422,0.91315,0.76366,0.6911,0.52004,0.9687,2.82863e-05,2.82863e-05,2.82863e-05
156,388.132,0.84707,0.67145,1.09952,0.90811,0.85643,0.91376,0.7634,0.69034,0.52061,0.96928,2.76972e-05,2.76972e-05,2.76972e-05
157,390.617,0.82691,0.68174,1.0909,0.90915,0.85599,0.9139,0.7622,0.69102,0.52258,0.96931,2.71082e-05,2.71082e-05,2.71082e-05
158,392.983,0.80571,0.66488,1.05681,0.9148,0.85274,0.91433,0.76301,0.69076,0.52253,0.96861,2.65191e-05,2.65191e-05,2.65191e-05
159,395.386,0.81518,0.65484,1.06896,0.91437,0.85278,0.91488,0.7631,0.69021,0.52329,0.96769,2.59301e-05,2.59301e-05,2.59301e-05
160,397.866,0.80001,0.6641,1.08654,0.91621,0.85556,0.91568,0.76428,0.68799,0.523,0.96669,2.5341e-05,2.5341e-05,2.5341e-05
161,400.318,0.85284,0.69245,1.08318,0.91793,0.85267,0.91555,0.76637,0.68611,0.52139,0.96528,2.4752e-05,2.4752e-05,2.4752e-05
162,402.708,0.8399,0.68487,1.08147,0.92087,0.84865,0.91549,0.76565,0.68486,0.52004,0.96458,2.41629e-05,2.41629e-05,2.41629e-05
163,405.257,0.80582,0.68931,1.06726,0.92542,0.84463,0.91435,0.76902,0.68255,0.51806,0.9635,2.35739e-05,2.35739e-05,2.35739e-05
164,407.682,0.79208,0.63069,1.06821,0.92718,0.84669,0.91478,0.77124,0.6818,0.5174,0.96329,2.29849e-05,2.29849e-05,2.29849e-05
